Searching for host_logs_1.txt @ /home/ans/Desktop/ebpf_code/
MAC:  ae:10:c1:80:30:79
	ASSOC:  1645034032.031313
	DISASSOC:  0
	LI:  20.0
	curr_ps_state:  1
	time_STA_wake:  0
	time_STA_sleep:  0
	time_accounted_for:  1645034032.031313
	time_accounting_complete:  0
	Number of Beacons:  0
	Wakeups due to LI:  0
	AID:  1
	N:  0




['ae:10:c1:80:30:79']
ae:10:c1:80:30:79
(0, 0, 0, 53, 2, 1)
(0, 0, 0, 53, 3, 2)
(0, 0, 0, 53, 3, 3)
(0, 0, 0, 54, 4, 4)
(0, 0, 0, 54, 5, 5)
(0, 0, 0, 55, 6, 6)
(0, 0, 0, 55, 7, 7)
(0, 0, 0, 55, 8, 8)
(0, 0, 0, 55, 10, 9)
(0, 0, 0, 55, 10, 10)
(0, 0, 0, 55, 11, 11)
(0, 0, 1, 58, 14, 12)
(0, 0, 1, 58, 14, 13)
(0, 0, 1, 58, 15, 14)
(0, 0, 1, 58, 15, 15)
(0, 0, 1, 58, 15, 16)
(0, 0, 1, 58, 15, 17)
(0, 0, 1, 58, 15, 18)
(0, 0, 2, 61, 19, 19)
(0, 0, 2, 61, 19, 20)
(0, 0, 3, 63, 20, 21)
(0, 0, 3, 88, 22, 22)
(0, 0, 3, 88, 22, 23)
(0, 0, 3, 89, 23, 24)
(0, 0, 3, 93, 26, 25)
(0, 0, 3, 93, 26, 26)
(0, 0, 3, 93, 26, 27)
(0, 0, 3, 94, 28, 28)
(0, 0, 3, 94, 28, 29)
(0, 0, 3, 96, 30, 30)
(0, 0, 3, 96, 30, 31)
(0, 0, 3, 96, 31, 32)
(0, 0, 3, 96, 32, 33)
(0, 0, 3, 98, 35, 34)
(0, 0, 3, 98, 35, 35)
(0, 0, 3, 98, 36, 36)
(0, 0, 3, 98, 36, 37)
(0, 0, 3, 98, 36, 38)
(0, 0, 3, 100, 39, 39)
(0, 0, 3, 100, 39, 40)
(0, 0, 3, 100, 40, 41)
(0, 0, 3, 100, 40, 42)
(0, 0, 3, 100, 40, 43)
(0, 0, 3, 102, 41, 44)
(0, 0, 3, 102, 42, 45)
(0, 0, 3, 105, 45, 46)
(0, 0, 3, 105, 45, 47)
(0, 0, 3, 105, 46, 48)
(0, 0, 3, 105, 46, 49)
(0, 0, 3, 105, 46, 50)
(0, 0, 3, 107, 47, 51)
(0, 0, 3, 109, 49, 52)
(0, 0, 3, 109, 50, 53)
(0, 0, 3, 109, 50, 54)
(0, 0, 3, 109, 50, 55)
(0, 0, 3, 109, 50, 56)
(0, 0, 3, 112, 52, 57)
(0, 0, 3, 112, 52, 58)
(0, 0, 3, 112, 53, 59)
(0, 0, 3, 115, 56, 60)
(0, 0, 3, 115, 56, 61)
(0, 0, 3, 115, 56, 62)
(0, 0, 3, 117, 57, 63)
(0, 0, 3, 118, 58, 64)
(0, 0, 3, 120, 59, 65)
(0, 0, 3, 121, 60, 66)
(0, 0, 3, 121, 61, 67)
(0, 0, 3, 121, 62, 68)
(0, 0, 3, 124, 63, 69)
(0, 0, 3, 127, 64, 70)
(0, 0, 3, 133, 65, 71)
(0, 0, 3, 147, 68, 72)
(0, 0, 3, 147, 68, 73)
(0, 0, 3, 147, 69, 74)
(0, 0, 3, 147, 69, 75)
(0, 0, 3, 147, 69, 76)
(0, 0, 3, 147, 69, 77)
(0, 0, 3, 147, 70, 78)
(0, 0, 3, 148, 72, 79)
(0, 0, 3, 148, 73, 80)
(0, 0, 3, 149, 73, 81)
(0, 0, 3, 149, 73, 82)
(0, 0, 3, 149, 73, 83)
(0, 0, 3, 149, 73, 84)
(0, 0, 3, 149, 73, 85)
(0, 0, 3, 149, 73, 86)
(0, 0, 3, 149, 73, 87)
(0, 0, 3, 149, 73, 88)
(0, 0, 3, 149, 73, 89)
(0, 0, 3, 149, 73, 90)
(0, 0, 3, 149, 73, 91)
(0, 0, 3, 149, 73, 92)
(0, 0, 3, 149, 73, 93)
(0, 0, 3, 149, 73, 94)
(0, 0, 3, 149, 73, 95)
(0, 0, 3, 150, 74, 96)
(0, 0, 3, 150, 75, 97)
(0, 0, 3, 150, 76, 98)
(0, 0, 3, 151, 77, 99)
(0, 0, 3, 151, 79, 100)
(0, 0, 3, 151, 80, 101)
(0, 0, 3, 151, 81, 102)
(0, 0, 3, 151, 81, 103)
(0, 0, 4, 153, 83, 104)
(0, 0, 4, 154, 86, 105)
(0, 0, 4, 154, 86, 106)
(0, 0, 4, 154, 86, 107)
(0, 0, 4, 154, 86, 108)
(0, 0, 4, 154, 86, 109)
(0, 0, 4, 154, 86, 110)
(0, 0, 4, 154, 86, 111)
(0, 0, 4, 154, 86, 112)
(0, 0, 4, 154, 86, 113)
(0, 0, 4, 154, 86, 114)
(0, 0, 4, 154, 86, 115)
(0, 0, 4, 154, 86, 116)
(0, 0, 4, 154, 86, 117)
(0, 0, 4, 154, 86, 118)
(0, 0, 4, 154, 86, 119)
(0, 0, 4, 154, 86, 120)
(0, 0, 4, 154, 87, 121)
(0, 0, 4, 154, 87, 122)
(0, 0, 4, 154, 88, 123)
(0, 0, 4, 154, 88, 124)
(0, 0, 4, 154, 88, 125)
(0, 0, 4, 154, 89, 126)
(0, 0, 4, 154, 90, 127)
(0, 0, 4, 154, 91, 128)
(0, 0, 4, 154, 91, 129)
(0, 0, 4, 154, 92, 130)
(0, 0, 4, 154, 93, 131)
(0, 0, 4, 154, 94, 132)
(0, 0, 4, 154, 95, 133)
(0, 0, 4, 154, 96, 134)
(0, 0, 4, 154, 97, 135)
(0, 0, 4, 154, 98, 136)
(0, 0, 4, 154, 99, 137)
(0, 0, 4, 155, 101, 138)
(0, 0, 4, 155, 102, 139)
(0, 0, 4, 155, 102, 140)
(0, 0, 4, 155, 106, 141)
(0, 0, 4, 155, 106, 142)
(0, 0, 4, 155, 106, 143)
(0, 0, 4, 155, 106, 144)
(0, 0, 4, 155, 106, 145)
(0, 0, 4, 155, 106, 146)
(0, 0, 4, 155, 107, 147)
(0, 0, 4, 155, 108, 148)
(0, 0, 4, 155, 108, 149)
(0, 0, 4, 155, 108, 150)
(0, 0, 4, 155, 108, 151)
(0, 0, 4, 155, 108, 152)
(0, 0, 4, 155, 108, 153)
(0, 0, 4, 155, 108, 154)
(0, 0, 4, 155, 108, 155)
(0, 0, 4, 155, 109, 156)
(0, 0, 4, 155, 109, 157)
(0, 0, 4, 155, 109, 158)
(0, 0, 4, 155, 109, 159)
(0, 0, 4, 155, 109, 160)
(0, 0, 4, 155, 109, 161)
(0, 0, 4, 155, 109, 162)
(0, 0, 4, 155, 109, 163)
(0, 0, 4, 157, 112, 164)
(0, 0, 4, 157, 112, 165)
(0, 0, 4, 157, 112, 166)
(0, 0, 4, 157, 113, 167)
(0, 0, 4, 160, 116, 168)
(0, 0, 4, 160, 116, 169)
(0, 0, 4, 160, 117, 170)
(0, 0, 4, 160, 118, 171)
(0, 0, 4, 160, 118, 172)
(0, 0, 4, 160, 118, 173)
(0, 0, 4, 160, 118, 174)
(0, 0, 4, 160, 118, 175)
(0, 0, 4, 160, 118, 176)
(0, 0, 4, 160, 118, 177)
(0, 0, 4, 160, 118, 178)
(0, 0, 4, 160, 118, 179)
(0, 0, 4, 160, 118, 180)
(0, 0, 4, 160, 118, 181)
(0, 0, 4, 160, 118, 182)
(0, 0, 4, 160, 118, 183)
(0, 0, 4, 160, 118, 184)
(0, 0, 4, 160, 118, 185)
(0, 0, 4, 160, 118, 186)
(0, 0, 4, 160, 118, 187)
(0, 0, 4, 160, 118, 188)
(0, 0, 4, 160, 118, 189)
(0, 0, 4, 160, 118, 190)
(0, 0, 4, 160, 118, 191)
(0, 0, 4, 160, 118, 192)
(0, 0, 4, 160, 118, 193)
(0, 0, 4, 160, 118, 194)
(0, 0, 4, 160, 118, 195)
(0, 0, 4, 160, 118, 196)
(0, 0, 4, 160, 118, 197)
(0, 0, 4, 160, 118, 198)
(0, 0, 4, 160, 118, 199)
(0, 0, 4, 160, 118, 200)
(0, 0, 4, 160, 118, 201)
(0, 0, 4, 160, 119, 202)
(0, 0, 4, 160, 120, 203)
(0, 0, 4, 160, 121, 204)
(0, 0, 4, 160, 122, 205)
(0, 0, 4, 160, 123, 206)
(0, 0, 4, 160, 124, 207)
(0, 0, 4, 160, 126, 208)
(0, 0, 4, 160, 127, 209)
(0, 0, 4, 160, 128, 210)
(0, 0, 4, 160, 128, 211)
(0, 0, 4, 160, 128, 212)
(0, 0, 4, 160, 128, 213)
(0, 0, 4, 160, 129, 214)
(0, 0, 5, 164, 134, 215)
(0, 0, 5, 164, 134, 216)
(0, 0, 5, 164, 134, 217)
(0, 0, 5, 164, 134, 218)
(0, 0, 5, 164, 135, 219)
(0, 0, 5, 164, 135, 220)
(0, 0, 5, 164, 136, 221)
(0, 0, 5, 164, 136, 222)
(0, 0, 5, 164, 136, 223)
(0, 0, 5, 164, 136, 224)
(0, 0, 5, 164, 136, 225)
(0, 0, 5, 164, 136, 226)
(0, 0, 5, 164, 136, 227)
(0, 0, 5, 164, 136, 228)
(0, 0, 5, 164, 136, 229)
(0, 0, 5, 164, 136, 230)
(0, 0, 5, 164, 136, 231)
(0, 0, 5, 164, 136, 232)
